Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1690311.993629
BluetoothConnected;1690312.018067
ThreadStarted:1690318.402206
SocketInitialized;1690318.408474
DeviceConnected:1690318.496124
FilenameTime:1690318.520112
Filename:1_2023_08_19_01_18_12_A5-QlsGjc6HK-wb5AACD.json
ProcessReady;1690318.537825
FirstResponseReceived;1690318.567434
SocketConnectError:1691028.458898
SocketDisconnected:1691028.489734
SocketConnectError:1691040.296251
SocketConnectError:1691053.066593
SocketConnectError:1691067.503260
SocketConnectError:1691082.544997
SocketConnectError:1691097.577247
SocketConnectError:1691112.617266
SocketConnectError:1691127.658868
SocketConnectError:1691142.697597
SocketConnectError:1691157.736716
SocketConnectError:1691172.776479
SocketConnectError:1691187.815344
SocketConnectError:1691202.847612
SocketConnectError:1691217.889328
SocketConnectError:1691232.929978
SocketConnectError:1691247.968933
SocketConnectError:1691263.013290
SocketConnectError:1691278.053820
SocketConnectError:1691293.093285
SocketConnectError:1691308.125140
SocketConnectError:1691323.163706
SocketConnectError:1691338.203517
SocketConnectError:1691353.244816
SocketConnectError:1691368.287227
SocketConnectError:1691383.324514
SocketConnectError:1691398.360199
DeviceConnected:1691410.689850
FilenameTime:1691410.712677
Filename:1_2023_08_19_01_36_24_uKcgm2DcAHryu_1RAACF.json
ProcessReady;1691410.730317
