Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1689521.986303
BluetoothConnected;1689522.009401
ThreadStarted:1689526.911642
SocketInitialized;1689526.918050
DeviceConnected:1689527.014543
FilenameTime:1689527.031973
Filename:1_2023_08_19_01_05_00_zunWkqfwRCZB3MkKAABn.json
ProcessReady;1689527.051696
FirstResponseReceived;1689527.105551
