Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693168325.781291
ThreadStarted;1693168325.782291
WorkerResourceThreadStarted;1693168325.783289
DeviceConnected;1693168325.814625
Filename;0_2023_08_27_23_32_07_ktpODyoXf45Apsg4AAA_.json
ProcessReady;1693168325.821174
FirstDataSent;1693168326.021743
FirstResponseReceived;1693168326.033379
TheadStopped;1693168336.50733
