Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance

7268,-0.64,-0.37,0.05,15.2,-24.54,61.08,491

7288,-0.89,-0.22,0.2,28.59,-15.01,56.98,488

7308,-0.88,-0.04,0.12,23.2,-11.13,44.65,488

7328,-0.93,0.07,0.04,-6.05,-9.54,6.71,488

7348,-0.9,-0.02,0.06,-34.65,-9.19,-25.09,488

7368,-0.81,-0.21,-0.02,-49.99,-3.76,-48.07,488

7388,-0.65,-0.33,-0.08,-64.14,3.2,-65.59,488

7408,-0.74,-0.52,0.12,-53.69,21.89,-62.78,487

7429,-1.33,-0.29,0.59,-6.69,25.05,4.49,489

7448,-1.3,-0.08,0.43,-5.4,11.65,-12.27,491

7469,-0.92,-0.22,0.02,-33.21,28.04,-48.44,491

7488,-0.86,-0.33,-0.12,-31.07,16.59,-42.85,489

7508,-0.9,-0.34,-0.26,-9.47,27.84,-11.41,489

7528,-0.98,-0.42,0.05,-9.65,17.84,-27.26,489

7548,-0.79,-0.49,0.28,-12.78,21.34,-25.9,490

7568,-0.78,-0.46,0.15,-7.03,27.88,-24.36,489

7588,-0.88,-0.43,0.01,8.94,36.0,-20.85,489

7608,-0.99,-0.22,-0.13,18.97,32.26,-19.37,489

7628,-0.99,-0.11,-0.13,8.13,25.52,-20.2,489

7648,-0.92,-0.26,0.06,-5.65,18.61,-22.32,489

7668,-0.85,-0.48,0.12,6.83,26.44,-27.02,490

7688,-0.93,-0.33,-0.03,21.64,31.36,-25.96,490

7708,-0.96,-0.18,-0.11,21.64,29.48,-17.84,489

7729,-0.94,-0.19,-0.01,12.09,20.41,-27.83,490

7749,-0.92,-0.22,0.02,-0.56,19.16,-27.27,490

7770,-0.88,-0.36,-0.02,-7.94,15.36,-26.4,489

7789,-0.84,-0.44,0.01,-6.28,14.32,-29.32,489

7810,-0.88,-0.42,0.01,5.69,20.2,-28.14,489

7829,-0.92,-0.34,-0.01,6.51,17.25,-20.1,489

7849,-0.85,-0.36,-0.02,5.28,18.0,-30.03,489

7869,-0.86,-0.37,-0.01,10.28,18.67,-29.74,489

7889,-0.9,-0.26,-0.02,3.14,15.05,-16.88,489

7909,-0.89,-0.27,-0.05,-11.44,9.4,-16.86,488

7929,-0.9,-0.36,-0.08,-15.62,8.82,-19.02,488

7949,-0.9,-0.29,-0.12,-16.19,6.68,-6.53,487

7969,-0.89,-0.25,-0.08,-26.08,2.73,-7.22,487

7989,-0.8,-0.41,-0.01,-28.92,2.29,-25.41,487

8009,-0.85,-0.5,0.04,-17.07,10.12,-13.81,487

8029,-0.92,-0.37,-0.01,-1.87,15.39,-25.86,488

8049,-0.9,-0.28,-0.07,-3.01,13.72,-26.45,487

8070,-0.87,-0.35,-0.06,-0.33,17.97,-25.2,487

8090,-0.9,-0.32,-0.05,6.31,20.94,-37.16,487

8111,-0.81,-0.27,-0.06,7.81,21.2,-35.94,487

8130,-0.87,-0.28,-0.03,4.65,25.11,-37.15,487

8151,-0.93,-0.42,-0.02,3.12,23.45,-49.25,487

8170,-0.92,-0.37,-0.16,6.96,27.52,-43.57,488

8190,-1.09,-0.44,-0.07,13.73,28.46,-63.25,489

8210,-1.1,-0.6,0.13,42.57,35.94,-88.64,490

8230,-1.15,-0.43,0.22,84.06,62.49,-94.59,492

8250,-1.24,-0.18,0.32,109.0,68.76,-104.47,496

8270,-1.27,0.06,0.46,106.71,71.54,-120.1,500

8290,-1.18,0.02,0.42,64.39,69.26,-119.09,502

8310,-1.02,-0.32,0.12,19.54,49.63,-121.93,504

8330,-0.92,-0.4,-0.17,-28.52,14.58,-92.99,503

8350,-0.78,-0.62,-0.36,-66.48,11.6,-90.88,504

8370,-0.72,-1.04,-0.29,-47.7,20.46,-93.84,505

8390,-0.43,-1.31,-0.24,16.71,27.63,-68.38,506

8411,-0.57,-0.92,-0.14,65.99,36.12,-15.82,507

8430,-0.54,-0.63,-0.12,58.96,-2.87,34.81,506

8451,-0.47,-0.47,-0.2,22.38,-22.74,65.65,505

8470,-0.4,-0.72,-0.17,2.94,-42.58,114.62,505

8491,-0.41,-0.85,-0.13,9.87,-56.28,139.19,504

