Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance

7266,-0.88,-0.38,0.01,3.0,0.43,-6.11,488

7286,-0.88,-0.36,0.01,2.42,-0.55,4.32,485

7306,-0.87,-0.38,0.0,3.02,-0.21,0.54,485

7326,-0.86,-0.42,0.01,9.89,2.71,-1.09,485

7346,-0.9,-0.34,0.02,14.45,3.1,4.93,485

7366,-0.89,-0.29,0.02,6.99,1.33,-9.73,485

7387,-0.91,-0.36,0.03,8.83,1.7,-6.81,485

7406,-0.91,-0.29,0.04,11.63,2.78,-0.15,485

7427,-0.91,-0.26,0.03,5.22,0.81,-0.02,485

7446,-0.9,-0.3,0.02,2.88,0.4,-13.14,486

7467,-0.9,-0.29,0.03,5.31,2.74,-10.12,486

7486,-0.91,-0.31,0.05,9.41,5.23,-13.12,486

7506,-0.93,-0.25,0.04,11.12,5.96,-18.11,487

7526,-0.93,-0.19,0.05,7.11,5.55,-13.16,488

7546,-0.93,-0.2,0.05,4.82,6.19,-21.86,488

7566,-0.95,-0.21,0.06,5.45,7.82,-20.74,489

7586,-0.95,-0.24,0.05,10.96,11.39,-48.65,491

7606,-1.01,-0.22,0.11,21.83,11.67,-42.58,493

7626,-1.05,-0.18,0.12,33.31,13.85,-64.12,495

7646,-1.09,-0.07,0.22,38.85,25.61,-67.5,498

7666,-1.06,-0.08,0.19,15.75,24.9,-67.03,500

7686,-1.05,-0.3,0.1,-21.5,7.35,-68.46,502

7706,-0.89,-0.64,-0.03,-43.18,-2.85,-52.76,507

7727,-0.75,-0.78,0.01,-46.46,-7.92,-41.74,505

7746,-0.62,-0.91,-0.06,-27.97,-11.68,-26.74,504

7767,-0.64,-0.69,-0.03,-8.25,-30.67,52.53,504

7786,-0.72,-0.51,-0.06,-14.49,-44.67,69.71,504

7806,-0.75,-0.57,0.03,-19.35,-65.63,98.43,504

7826,-0.79,-0.59,0.06,-9.3,-70.0,115.47,503

7846,-0.82,-0.49,0.14,-2.4,-66.38,132.95,502

7866,-0.84,-0.43,0.16,0.19,-58.76,135.52,501

7886,-0.84,-0.36,0.22,-3.93,-51.58,131.72,500

7906,-0.79,-0.3,0.1,-16.43,-51.13,134.46,499

7926,-0.85,-0.28,0.06,-15.84,-44.85,126.48,497

7946,-0.87,-0.32,0.12,-1.36,-40.84,109.73,495

7966,-0.84,-0.32,0.13,18.24,-20.87,86.41,494

7986,-0.91,-0.15,0.2,25.54,-18.41,77.2,494

8006,-0.85,0.06,0.14,9.9,-19.71,64.04,494

8027,-0.9,-0.03,0.08,-5.42,-10.77,37.71,493

8046,-0.9,-0.15,0.18,-8.51,-8.59,-1.89,493

8067,-0.81,-0.06,0.09,-14.68,-1.34,-12.75,493

8086,-0.86,-0.03,0.01,-41.76,-3.57,-31.47,493

8107,-0.79,-0.17,0.09,-72.59,-7.22,-47.25,492

8126,-0.75,-0.32,0.02,-68.89,11.45,-52.29,493

8146,-1.11,-0.35,0.23,-34.17,19.56,-1.12,493

8166,-1.34,-0.21,0.45,-10.98,13.93,9.98,495

8186,-1.0,-0.18,0.3,-29.78,8.11,-46.65,495

8206,-0.8,-0.4,0.15,-53.46,10.77,-49.94,495

8226,-0.69,-0.69,-0.09,-20.65,24.07,-28.53,494

8246,-0.84,-0.69,-0.1,30.33,44.19,-30.66,494

8266,-0.96,-0.38,-0.02,37.92,34.8,-13.28,492

8286,-0.98,-0.06,0.07,9.34,20.87,-21.4,492

8306,-0.85,-0.17,0.18,-22.39,15.45,-24.28,491

8326,-0.87,-0.36,0.14,-20.68,17.7,-13.52,491

8346,-0.95,-0.24,0.06,-12.28,19.16,-8.17,490

8367,-0.95,-0.16,0.03,-8.84,18.57,-12.57,490

8386,-1.0,-0.07,0.02,-18.63,11.87,-10.49,490

8407,-0.92,-0.18,0.02,-30.65,10.45,-14.04,490

8426,-0.93,-0.31,-0.03,-22.69,13.29,-23.21,489

8446,-0.94,-0.2,-0.0,-16.28,12.84,-16.71,489

8466,-0.95,-0.2,-0.0,-20.63,10.58,-22.84,489

8486,-0.89,-0.24,0.03,-25.15,8.57,-15.79,488

8506,-0.89,-0.29,0.05,-28.2,9.5,-21.1,488

8526,-0.91,-0.29,0.02,-25.96,10.07,-27.78,488

8546,-0.87,-0.3,-0.01,-21.01,10.02,-18.23,488

8566,-0.88,-0.34,0.03,-12.49,15.58,-21.43,488

8586,-0.94,-0.3,0.04,-12.57,13.41,-21.95,488

8606,-0.88,-0.31,-0.03,-13.84,13.56,-28.6,489

8626,-0.86,-0.34,0.03,-8.6,15.81,-22.14,488

8646,-0.9,-0.27,0.05,-11.9,16.36,-19.99,488

8667,-0.9,-0.31,-0.0,-14.42,14.45,-25.28,488

8686,-0.89,-0.31,-0.01,-6.08,19.97,-30.7,488

8707,-0.9,-0.22,-0.0,-0.55,22.68,-34.11,488

8726,-0.9,-0.16,-0.01,8.94,31.09,-32.47,488

8747,-0.93,-0.1,-0.01,14.33,36.97,-55.58,488

8766,-0.95,-0.15,0.04,15.87,39.21,-61.39,489

8786,-0.86,-0.23,0.11,17.98,36.48,-68.41,490

8806,-0.88,-0.26,0.02,19.25,41.44,-77.61,491

8826,-0.98,-0.35,0.09,37.8,44.16,-95.72,493

8846,-1.06,-0.46,0.14,65.14,66.83,-117.81,495

8866,-1.19,-0.67,0.3,105.81,96.29,-133.99,497

8886,-1.58,-0.56,0.39,145.57,115.97,-123.78,502

8906,-1.68,-0.22,0.44,135.0,85.61,-127.14,504

8926,-1.25,-0.14,0.25,78.82,67.29,-131.31,506

8946,-1.03,-0.32,0.02,5.6,42.43,-108.93,507

8966,-0.69,-0.43,-0.25,-74.25,5.29,-79.72,507

8986,-0.46,-0.86,-0.35,-95.35,18.86,-62.83,507

9007,-0.44,-1.27,-0.27,-35.56,26.57,-58.39,507

9026,-0.47,-1.1,-0.16,39.08,14.78,25.15,509

9047,-0.24,-0.65,-0.08,73.57,-8.91,85.88,513

