Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;375397.238212
BluetoothConnected;375397.280540
ThreadStarted:375400.265461
SocketInitialized;375400.278754
DeviceConnected:375400.812597
FilenameTime:375400.917857
Filename:1_2023_09_19_08_43_28_SzVLHmzvvPjGng6AAAAz.json
ProcessReady;375400.986210
FirstResponseReceived;375401.095170
