Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439620.619658
ThreadStarted;1692439620.620652
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439620.620652
BrokerIPAssigned;1692439620.803546
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439620.804545
WorkerDeviceAssigned;1692439620.903534
WorkerIP;212.253.104.215
CPU_Usage;1.7587939698492483
WorkerResourceThreadStarted;1692439620.905551
CloudResourceThreadStarted;1692439620.906529
DeviceConnected;1692439621.215
Filename;undefined_2023_08_19_13_07_03_dm2g7Zpvme4Zi3CHAAAn.json
Filename;0_2023_08_19_13_07_02_kDADOi6RFyAF1G3fAAAl.json
ProcessReady;1692439621.370274
FirstDataSent;1692439621.432441
FirstResponseReceived;1692439621.486354
TheadStopped;1692439631.922996
