Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1653907.808638
BluetoothConnected;1653907.847347
ThreadStarted:1653920.712694
AssignFogNode_Latitude;41.1073167
AssignFogNode_Longitude;28.7827155
AssignFogNodeRequested;1653920.717535
AssignWorkerDeviceRequested;1653920.974429
BrokerIPAssigned;1653920.973561
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.817096378779162
SocketInitialized;1653921.071712
WorkerDeviceAssigned;1653921.059614
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1653921.345346
FilenameTime:1653921.419571
Filename:undefined_2023_08_18_14_41_01_pFdTYm_j7pcaOHKhAAAb.json
FilenameTime:1653921.456264
Filename:1_2023_08_18_14_41_01_H8MiKELLXf4Zb58LAAAZ.json
ProcessReady;1653921.457164
FirstResponseReceived;1653921.542406
