Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642528.033994
ThreadStarted;1695642528.036011
WorkerResourceThreadStarted;1695642528.037013
DeviceConnected;1695642528.53535
Filename;0_2023_09_25_11_48_48_6dVQY6tbb-pqa1P9AACh.json
ProcessReady;1695642528.624333
FirstDataSent;1695642528.739241
FirstResponseReceived;1695642528.819574
TheadStopped;1695642539.22407
