Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642653.328751
ThreadStarted;1695642653.330748
WorkerResourceThreadStarted;1695642653.332823
DeviceConnected;1695642653.834521
Filename;0_2023_09_25_11_50_53_PN-aqTW1DN-e8uDRAACr.json
ProcessReady;1695642653.921684
FirstDataSent;1695642654.037925
FirstResponseReceived;1695642654.125692
TheadStopped;1695642664.529941
