Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1653404.421133
BluetoothConnected;1653404.461261
ThreadStarted:1653409.431617
AssignFogNode_Latitude;41.1073161
AssignFogNode_Longitude;28.7825981
AssignFogNodeRequested;1653409.436471
AssignWorkerDeviceRequested;1653409.687111
BrokerIPAssigned;1653409.686134
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.824814769797356
SocketInitialized;1653409.799246
WorkerDeviceAssigned;1653409.786969
WorkerIP;192.168.2.151
CPU_Usage;1.2594458438287104
DeviceConnected:1653410.088808
FilenameTime:1653410.149538
Filename:undefined_2023_08_18_14_32_30_ucf42gemojGlnkVVAAAJ.json
FilenameTime:1653410.191671
Filename:1_2023_08_18_14_32_30_Nmh36co9Yq9b6mdGAAAH.json
ProcessReady;1653410.193149
FirstResponseReceived;1653410.260202
