Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637316.293418
BluetoothConnected;1637316.321644
ThreadStarted:1637327.565209
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637327.567461
AssignWorkerDeviceRequested;1637327.786950
BrokerIPAssigned;1637327.786046
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637327.815911
WorkerDeviceAssigned;1637327.809584
WorkerIP;192.168.2.151
CPU_Usage;1.5075376884422065
DeviceConnected:1637327.899357
FilenameTime:1637327.927896
Filename:1_2023_08_18_09_25_36_yKRrISxhEMJUyNeLAAAj.json
ProcessReady;1637327.945513
FirstResponseReceived;1637328.019932
