Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1653651.304398
BluetoothConnected;1653651.345032
ThreadStarted:1653663.098320
AssignFogNode_Latitude;41.1073167
AssignFogNode_Longitude;28.7827155
AssignFogNodeRequested;1653663.103820
AssignWorkerDeviceRequested;1653663.337185
BrokerIPAssigned;1653663.336281
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.817096378779162
SocketInitialized;1653663.448321
WorkerDeviceAssigned;1653663.435604
WorkerIP;192.168.2.151
CPU_Usage;1.5075376884422065
DeviceConnected:1653663.724168
FilenameTime:1653663.791605
Filename:undefined_2023_08_18_14_36_44_17RygW5UpwrMmhOoAAAR.json
FilenameTime:1653663.845685
Filename:1_2023_08_18_14_36_44_3OhkfW9l_QBPCsJBAAAP.json
ProcessReady;1653663.845932
FirstResponseReceived;1653663.922946
