Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439420.551202
ThreadStarted;1692439420.552202
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439420.552202
BrokerIPAssigned;1692439420.721106
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439420.721106
WorkerDeviceAssigned;1692439420.811654
WorkerIP;212.253.104.215
CPU_Usage;1.995012468827928
WorkerResourceThreadStarted;1692439420.813698
CloudResourceThreadStarted;1692439420.814676
DeviceConnected;1692439421.140398
Filename;undefined_2023_08_19_13_03_43_B8Ks8TwUQ8XnUB7KAAAX.json
Filename;0_2023_08_19_13_03_42_xlwotVyPPNF1bXyhAAAV.json
ProcessReady;1692439421.19498
FirstDataSent;1692439421.347635
FirstResponseReceived;1692439421.40709
TheadStopped;1692439431.840918
