Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;374627.108165
BluetoothConnected;374627.149563
ThreadStarted:374632.762460
SocketInitialized;374632.777322
DeviceConnected:374633.310739
FilenameTime:374633.415731
Filename:1_2023_09_19_08_30_40_-Wj8G76OlwM-AXDOAAAZ.json
ProcessReady;374633.491081
FirstResponseReceived;374633.586882
