Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;375582.002133
BluetoothConnected;375582.039677
ThreadStarted:375590.951871
SocketInitialized;375590.964556
DeviceConnected:375591.464077
FilenameTime:375591.581677
Filename:1_2023_09_19_08_46_38_-WyQpIbLpYkHPkK9AAA_.json
ProcessReady;375591.658079
FirstResponseReceived;375591.795262
