Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1693160535.274988
ThreadStarted;1693160535.275988
WorkerResourceThreadStarted;1693160535.277986
DeviceConnected;1693160535.625787
Filename;0_2023_08_27_18_22_16_fFy-FL1MY8vKn7_yAAAN.json
ProcessReady;1693160535.681753
FirstDataSent;1693160535.829667
FirstResponseReceived;1693160535.883636
TheadStopped;1693160900.323255
