Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439872.408549
ThreadStarted;1692439872.40955
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439872.40955
BrokerIPAssigned;1692439872.576936
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439872.576936
WorkerDeviceAssigned;1692439872.669111
WorkerIP;212.253.104.215
CPU_Usage;2.244389027431426
WorkerResourceThreadStarted;1692439872.670849
CloudResourceThreadStarted;1692439872.671829
DeviceConnected;1692439872.973275
Filename;undefined_2023_08_19_13_11_15_cgTQ4y5IonggOLWmAAA7.json
Filename;0_2023_08_19_13_11_14_my7LemvmT9UJSBxNAAA5.json
ProcessReady;1692439873.112086
FirstDataSent;1692439873.183573
FirstResponseReceived;1692439873.240108
TheadStopped;1692439883.674098
