Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1683082.702411
BluetoothConnected;1683082.726560
ThreadStarted:1683103.508865
SocketInitialized;1683103.514454
DeviceConnected:1683103.601216
FilenameTime:1683103.621816
Filename:1_2023_08_18_23_17_57_YCYRpBi0Py3Q68x1AAAs.json
ProcessReady;1683103.627556
FirstResponseReceived;1683103.696631
