Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163557.75137
ThreadStarted;1693163557.752716
WorkerResourceThreadStarted;1693163557.752716
DeviceConnected;1693163558.070845
Filename;0_2023_08_27_19_12_38_DqQ1vajcoODUQ2rMAABH.json
ProcessReady;1693163558.128227
FirstDataSent;1693163558.276031
FirstResponseReceived;1693163558.330019
TheadStopped;1693163568.762136
