Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439770.796584
ThreadStarted;1692439770.797583
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439770.797583
BrokerIPAssigned;1692439770.969027
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439770.969027
WorkerDeviceAssigned;1692439771.068885
WorkerIP;212.253.104.215
CPU_Usage;1.995012468827928
WorkerResourceThreadStarted;1692439771.070884
CloudResourceThreadStarted;1692439771.070884
DeviceConnected;1692439771.388283
Filename;undefined_2023_08_19_13_09_33_ak1JrR47DsPzmVMnAAAz.json
Filename;0_2023_08_19_13_09_32_Xl9hfyPxSviSOgVbAAAx.json
ProcessReady;1692439771.531998
FirstDataSent;1692439771.597635
FirstResponseReceived;1692439771.644393
TheadStopped;1692439782.090565
