Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1692436296.937471
ThreadStarted;1692436296.94047
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692436296.94047
BrokerIPAssigned;1692436297.129205
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692436297.130259
WorkerDeviceAssigned;1692436297.224876
WorkerIP;212.253.104.215
CPU_Usage;2.0000000000000018
WorkerResourceThreadStarted;1692436297.226881
CloudResourceThreadStarted;1692436297.227877
DeviceConnected;1692436297.565197
Filename;undefined_2023_08_19_12_11_39_iHGUUHusRjkuw_IqAAAF.json
Filename;0_2023_08_19_12_11_38_EYPKno6aKEs8LnzKAAAD.json
ProcessReady;1692436297.69702
FirstDataSent;1692436297.778642
FirstResponseReceived;1692436297.824294
TheadStopped;1692436662.268045
