Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439545.679828
ThreadStarted;1692439545.679828
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439545.679828
BrokerIPAssigned;1692439545.868082
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439545.868082
WorkerDeviceAssigned;1692439545.967752
WorkerIP;212.253.104.215
CPU_Usage;1.7543859649122862
WorkerResourceThreadStarted;1692439545.969755
CloudResourceThreadStarted;1692439545.970774
DeviceConnected;1692439546.267559
Filename;undefined_2023_08_19_13_05_48_uTh-GmioepWdwqmrAAAh.json
Filename;0_2023_08_19_13_05_47_3FxX2UJ_NP0jEY2zAAAf.json
ProcessReady;1692439546.407583
FirstDataSent;1692439546.470636
FirstResponseReceived;1692439546.514952
TheadStopped;1692439556.959874
