Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1671556.970023
BluetoothConnected;1671556.993220
ThreadStarted:1671564.860510
SocketInitialized;1671564.866045
DeviceConnected:1671565.391085
FilenameTime:1671565.457006
Filename:1_2023_08_18_17_05_34_pNlZjEcC_l8Jv8EdAAAf.json
ProcessReady;1671565.513802
FirstResponseReceived;1671565.617330
