Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1671321.200718
BluetoothConnected;1671321.224804
ThreadStarted:1671325.086070
SocketInitialized;1671325.091779
DeviceConnected:1671325.542071
FilenameTime:1671325.701535
Filename:1_2023_08_18_16_31_41_GdspGOBmLmTyX8V8AAAX.json
ProcessReady;1671325.849689
FirstResponseReceived;1671325.956717
