Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;375456.646084
BluetoothConnected;375456.684663
ThreadStarted:375461.610484
SocketInitialized;375461.626523
DeviceConnected:375462.133234
FilenameTime:375462.218450
Filename:1_2023_09_19_08_44_29_ukEnDt7NtaMOHHnNAAA1.json
ProcessReady;375462.287671
FirstResponseReceived;375462.385422
