Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance
7268,-0.89,-0.32,0.07,1.21,-0.54,0.32,499
7288,-0.9,-0.33,0.08,1.0,-0.08,0.11,496
7308,-0.89,-0.33,0.08,0.78,0.09,-0.15,496
7328,-0.89,-0.34,0.09,1.15,0.73,-0.24,496
7348,-0.89,-0.34,0.07,0.8,0.47,-0.41,496
7368,-0.89,-0.34,0.06,0.19,-0.05,-0.32,496
7388,-0.89,-0.34,0.07,-0.06,-0.54,-0.37,496
7408,-0.9,-0.35,0.08,-0.01,-0.39,-0.7,496
7429,-0.89,-0.35,0.08,0.87,0.03,-0.38,496
7448,-0.89,-0.33,0.08,0.4,-0.31,-0.53,496
7469,-0.89,-0.35,0.08,-0.13,-0.52,-0.46,496
7488,-0.89,-0.35,0.07,-0.42,-0.68,-0.34,496
7508,-0.88,-0.35,0.07,-0.59,-1.12,-0.34,496
7528,-0.89,-0.36,0.07,-0.97,-1.52,0.26,496
7548,-0.88,-0.35,0.07,-0.71,-1.93,0.23,496
7568,-0.88,-0.37,0.07,-0.65,-2.97,0.66,496
7588,-0.88,-0.37,0.07,-0.24,-2.43,1.05,496
7608,-0.88,-0.37,0.07,1.06,-1.84,1.72,497
7628,-0.88,-0.34,0.07,1.53,-1.67,1.85,496
7648,-0.9,-0.32,0.08,0.87,-2.31,1.47,496
7668,-0.89,-0.32,0.09,1.19,-1.15,0.92,496
7688,-0.9,-0.32,0.09,0.02,-2.19,1.56,496
7708,-0.9,-0.35,0.08,0.14,-1.49,1.27,496
7729,-0.9,-0.33,0.09,1.3,-1.44,1.3,496
7749,-0.89,-0.35,0.1,2.28,-0.81,1.21,497
7770,-0.9,-0.33,0.1,1.03,-2.43,1.11,497
7789,-0.88,-0.33,0.08,0.46,-1.62,0.9,496
7810,-0.9,-0.34,0.09,0.63,-1.71,1.33,496
7829,-0.9,-0.34,0.08,1.19,-1.87,1.57,496
7849,-0.9,-0.34,0.1,1.62,-1.38,1.39,496
7869,-0.89,-0.33,0.09,2.11,-0.02,1.5,496
7889,-0.92,-0.27,0.11,-3.43,-1.87,1.98,496
7909,-0.91,-0.32,0.11,-6.01,-2.42,0.99,496
7929,-0.88,-0.35,0.11,-3.92,-1.94,-0.34,496
7949,-0.9,-0.29,0.09,-7.54,-2.84,1.01,496
7969,-0.92,-0.32,0.09,-13.94,-6.77,0.9,496
7989,-0.9,-0.34,0.05,-9.78,-6.2,0.93,496
8009,-0.92,-0.27,0.07,-6.09,-3.76,-0.14,497
8029,-0.9,-0.33,0.1,-5.28,-5.24,-2.31,497
8049,-0.88,-0.34,0.08,0.81,-1.7,-4.14,496
8070,-0.9,-0.3,0.07,4.43,0.91,-4.86,497
8090,-0.93,-0.27,0.1,-3.26,-1.62,-4.49,497
8111,-0.9,-0.35,0.08,-6.09,-4.05,-5.85,497
8130,-0.88,-0.37,0.07,-0.44,-3.18,-7.02,497
8151,-0.88,-0.36,0.08,4.35,-1.1,-8.0,497
8170,-0.88,-0.37,0.07,6.25,-0.94,-8.21,497
