Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance
7268,-0.9,-0.3,0.07,-0.06,-1.28,-4.72,486
7288,-0.92,-0.27,0.07,0.02,-1.6,-5.68,484
7308,-0.89,-0.3,0.06,0.32,-0.45,-6.52,483
7328,-0.93,-0.31,0.07,1.64,-3.16,-7.26,484
7348,-0.92,-0.23,0.06,0.34,-2.68,-8.19,484
7368,-0.92,-0.21,0.06,-1.46,-1.78,-11.04,484
7388,-0.92,-0.27,0.07,0.99,0.43,-13.62,484
7408,-0.91,-0.26,0.05,4.77,2.84,-16.28,485
7429,-0.94,-0.23,0.06,10.41,8.0,-20.43,485
7448,-0.95,-0.18,0.07,14.46,9.99,-23.75,486
7469,-0.96,-0.17,0.1,20.6,13.71,-31.75,487
7488,-0.98,-0.08,0.13,28.32,17.59,-40.13,488
7508,-1.02,0.02,0.19,30.35,14.75,-50.95,489
7528,-1.03,0.14,0.25,35.33,23.87,-62.89,491
7548,-1.08,0.12,0.27,28.29,26.97,-84.04,494
7568,-1.27,0.01,0.23,7.59,25.58,-85.7,497
7588,-1.18,-0.23,0.01,-28.12,15.13,-79.16,499
7608,-0.93,-0.58,0.12,-49.88,-1.26,-59.71,500
7628,-0.61,-1.03,0.13,-32.79,1.56,-36.16,499
7648,-0.41,-1.04,0.03,7.79,-18.73,45.2,498
7668,-0.6,-0.61,0.0,29.88,-24.93,93.0,499
7688,-0.72,-0.46,0.09,16.29,-50.42,133.19,498
7708,-0.79,-0.48,0.16,7.51,-52.97,147.03,498
7729,-0.94,-0.36,0.26,-3.52,-55.42,156.44,497
7749,-0.88,-0.26,0.23,-14.38,-62.76,156.38,496
7770,-0.87,-0.19,0.11,-16.81,-52.23,148.67,494
7789,-0.99,-0.17,0.02,-18.88,-43.52,115.49,493
7810,-0.98,-0.17,0.17,-24.47,-43.95,96.91,491
7829,-0.75,-0.08,0.15,-26.87,-34.0,80.18,490
7849,-0.86,-0.2,0.14,-12.0,-15.52,43.71,490
7869,-0.77,-0.26,0.14,6.98,-5.19,21.8,490
7889,-0.8,-0.14,0.09,12.35,6.77,0.7,491
7909,-0.89,-0.09,0.12,-3.31,5.42,-16.08,491
7929,-0.8,-0.21,0.15,-18.67,6.45,-29.47,491
7949,-0.81,-0.23,0.04,-27.95,9.38,-46.72,491
7969,-0.88,-0.32,0.02,-45.04,17.67,-65.85,492
7989,-1.09,-0.43,0.48,-25.1,33.42,-42.46,492
8009,-1.38,-0.22,0.43,-14.14,7.42,-17.5,494
8029,-0.8,-0.34,0.04,-15.75,25.12,-63.06,494
8049,-0.8,-0.31,-0.02,-31.51,15.84,-41.01,494
8070,-0.92,-0.36,-0.18,-29.42,25.48,-31.15,494
8090,-0.97,-0.41,0.0,-20.87,14.61,-31.76,493
8111,-0.77,-0.35,0.17,-27.3,17.81,-27.82,494
8130,-0.89,-0.38,0.22,-26.72,17.79,-30.02,494
8151,-0.79,-0.47,0.09,-15.27,26.51,-27.75,494
8170,-0.94,-0.48,-0.02,8.9,34.4,-27.18,494
8190,-0.91,-0.28,-0.07,12.05,28.14,-24.98,494
8210,-0.91,-0.32,-0.02,4.64,24.55,-26.42,494
8230,-0.9,-0.35,-0.02,-1.28,20.71,-24.02,494
