Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404385.63734
ThreadStarted;1692404385.638341
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404385.638341
BrokerIPAssigned;1692404385.758271
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404385.759271
WorkerDeviceAssigned;1692404385.771264
WorkerIP;192.168.2.125
CPU_Usage;0.7575757575757569
WorkerResourceThreadStarted;1692404385.773264
BrokerResourceThreadStarted;1692404385.775261
CloudResourceThreadStarted;1692404385.779259
DeviceConnected;1692404385.824233
Filename;0_2023_08_19_03_19_46_UUPepUljrFZr87i-AAA9.json
ProcessReady;1692404385.850218
FirstDataSent;1692404386.036455
FirstResponseReceived;1692404386.044416
TheadStopped;1692404396.525348
