Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637436.111023
BluetoothConnected;1637436.135809
ThreadStarted:1637446.065143
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637446.067556
AssignWorkerDeviceRequested;1637446.369856
BrokerIPAssigned;1637446.368885
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637446.399173
WorkerDeviceAssigned;1637446.392368
WorkerIP;192.168.2.151
CPU_Usage;1.005025125628145
DeviceConnected:1637446.479616
FilenameTime:1637446.501496
Filename:1_2023_08_18_09_27_34_US6qlqoEoqlJnjWxAAAp.json
ProcessReady;1637446.518779
FirstResponseReceived;1637446.554104
