Feature;Value
ApplicationName;GaitAnalysis
TestType;Worker
DeviceURL;http://192.168.2.151:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693188417.078328
ThreadStarted;1693188417.079255
WorkerResourceThreadStarted;1693188417.079255
DeviceConnected;1693188417.119484
Filename;0_2023_08_28_05_06_58_8NBhMfFsLUiw7PUUAAAX.json
ProcessReady;1693188417.150488
FirstDataSent;1693188417.323166
FirstResponseReceived;1693188417.330766
TheadStopped;1693188427.809854
