Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439695.655635
ThreadStarted;1692439695.655635
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439695.655635
BrokerIPAssigned;1692439695.815802
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439695.815802
WorkerDeviceAssigned;1692439695.91924
WorkerIP;212.253.104.215
CPU_Usage;1.5151515151515138
WorkerResourceThreadStarted;1692439695.921251
CloudResourceThreadStarted;1692439695.922231
DeviceConnected;1692439696.238734
Filename;undefined_2023_08_19_13_08_18_eS1ApQ9Em2KvLgDXAAAt.json
Filename;0_2023_08_19_13_08_17_ftKwAP0NzWmEJXXHAAAr.json
ProcessReady;1692439696.366696
FirstDataSent;1692439696.443774
FirstResponseReceived;1692439696.491654
TheadStopped;1692439706.926564
