Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1638003.877868
BluetoothConnected;1638003.904507
ThreadStarted:1638015.145359
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1638015.148149
AssignWorkerDeviceRequested;1638015.507986
BrokerIPAssigned;1638015.506922
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1638015.537820
WorkerDeviceAssigned;1638015.531595
WorkerIP;192.168.2.151
CPU_Usage;1.2594458438287104
DeviceConnected:1638015.618962
FilenameTime:1638015.651867
Filename:1_2023_08_18_09_37_03_mKhaDUR0Syg9FzJGAABD.json
ProcessReady;1638015.662745
FirstResponseReceived;1638015.705442
