Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637565.585816
BluetoothConnected;1637565.612962
ThreadStarted:1637568.629609
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637568.631731
AssignWorkerDeviceRequested;1637568.942230
BrokerIPAssigned;1637568.941226
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637568.971999
WorkerDeviceAssigned;1637568.965659
WorkerIP;192.168.2.151
CPU_Usage;1.5037593984962405
DeviceConnected:1637569.050568
FilenameTime:1637569.207420
Filename:1_2023_08_18_09_29_37_CpDvYw8nTInPyruiAAAv.json
ProcessReady;1637569.233766
FirstResponseReceived;1637569.270348
