Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1682519.713377
BluetoothConnected;1682519.739165
ThreadStarted:1682533.151180
SocketInitialized;1682533.156176
DeviceConnected:1682533.237531
FilenameTime:1682533.259003
Filename:1_2023_08_18_23_08_27_RmSLmZ8XdPZR7gtdAAAe.json
ProcessReady;1682533.265393
FirstResponseReceived;1682533.365739
