Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;375038.904273
BluetoothConnected;375038.951410
ThreadStarted:375052.001735
SocketInitialized;375052.014263
DeviceConnected:375052.531223
FilenameTime:375052.621178
Filename:1_2023_09_19_08_37_39_wrsJyN-Y3Ll1kWdsAAAn.json
ProcessReady;375052.698725
FirstResponseReceived;375052.806153
