Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1653760.189631
BluetoothConnected;1653760.229894
ThreadStarted:1653764.179235
AssignFogNode_Latitude;41.1073167
AssignFogNode_Longitude;28.7827155
AssignFogNodeRequested;1653764.183321
AssignWorkerDeviceRequested;1653764.430361
BrokerIPAssigned;1653764.429362
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.817096378779162
SocketInitialized;1653764.535318
WorkerDeviceAssigned;1653764.522324
WorkerIP;192.168.2.151
CPU_Usage;1.5000000000000013
DeviceConnected:1653764.831490
FilenameTime:1653764.899331
Filename:undefined_2023_08_18_14_38_25_tfRBuzo7KvwtBMZhAAAV.json
FilenameTime:1653764.943363
Filename:1_2023_08_18_14_38_25_RCrhk9G-jmn-bA8mAAAT.json
ProcessReady;1653764.945086
FirstResponseReceived;1653765.035308
