Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637728.139039
BluetoothConnected;1637728.162730
ThreadStarted:1637741.672476
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637741.675193
AssignWorkerDeviceRequested;1637741.895122
BrokerIPAssigned;1637741.894085
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637741.922960
WorkerDeviceAssigned;1637741.916524
WorkerIP;192.168.2.151
CPU_Usage;1.2594458438287104
DeviceConnected:1637742.001327
FilenameTime:1637742.021830
Filename:1_2023_08_18_09_32_30_SXq0lWvWRvG3dij9AAA3.json
ProcessReady;1637742.039377
FirstResponseReceived;1637742.079776
