Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439445.536299
ThreadStarted;1692439445.537299
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439445.537299
BrokerIPAssigned;1692439445.721194
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439445.722194
WorkerDeviceAssigned;1692439445.840392
WorkerIP;212.253.104.215
CPU_Usage;1.5075376884422065
WorkerResourceThreadStarted;1692439445.842395
CloudResourceThreadStarted;1692439445.843395
DeviceConnected;1692439446.131792
Filename;undefined_2023_08_19_13_04_08_F3iDbCadRSdmZfwAAAAZ.json
Filename;0_2023_08_19_13_04_07_e1QgnJ4_jjK_fz95AAAX.json
ProcessReady;1692439446.272291
FirstDataSent;1692439446.34764
FirstResponseReceived;1692439446.42396
TheadStopped;1692439456.842634
