Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;374648.298015
BluetoothConnected;374648.345802
ThreadStarted:374652.800871
SocketInitialized;374652.811852
DeviceConnected:374653.323992
FilenameTime:374653.417366
Filename:1_2023_09_19_08_31_00_qpKMUuA6ilSnntZuAAAb.json
ProcessReady;374653.505511
FirstResponseReceived;374653.709313
