Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693167814.28971
ThreadStarted;1693167814.290758
WorkerResourceThreadStarted;1693167814.290758
DeviceConnected;1693167814.322849
Filename;0_2023_08_27_23_23_36_3-aNwjrdUeUNjCcXAAAV.json
ProcessReady;1693167814.329503
FirstDataSent;1693167814.531092
FirstResponseReceived;1693167814.546234
TheadStopped;1693167825.026366
