Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1638073.017527
BluetoothConnected;1638073.045803
ThreadStarted:1638103.415288
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1638103.417937
AssignWorkerDeviceRequested;1638103.679743
BrokerIPAssigned;1638103.678760
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1638103.709398
WorkerDeviceAssigned;1638103.701858
WorkerIP;192.168.2.151
CPU_Usage;1.749999999999996
DeviceConnected:1638103.792136
FilenameTime:1638103.818096
Filename:1_2023_08_18_09_38_32_JH21jIddWMAaoGJzAABH.json
ProcessReady;1638103.835189
FirstResponseReceived;1638103.867569
