Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693163360.573404
ThreadStarted;1693163360.57438
WorkerResourceThreadStarted;1693163360.57438
DeviceConnected;1693163360.911955
Filename;0_2023_08_27_19_09_21_Zy4ZbPc6rqZyp_TtAAA3.json
ProcessReady;1693163360.968074
FirstDataSent;1693163361.126963
FirstResponseReceived;1693163361.179619
TheadStopped;1693163371.609253
