Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;375172.652614
BluetoothConnected;375172.689883
ThreadStarted:375181.602515
SocketInitialized;375181.615317
DeviceConnected:375182.150426
FilenameTime:375182.245603
Filename:1_2023_09_19_08_39_49_g4Pwh5WGraLG2SJCAAAr.json
ProcessReady;375182.314291
FirstResponseReceived;375182.439698
