Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1638031.940491
BluetoothConnected;1638031.968897
ThreadStarted:1638057.677380
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1638057.679779
AssignWorkerDeviceRequested;1638057.903998
BrokerIPAssigned;1638057.902979
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1638057.932079
WorkerDeviceAssigned;1638057.925582
WorkerIP;192.168.2.151
CPU_Usage;1.7543859649122862
DeviceConnected:1638058.011715
FilenameTime:1638058.034202
Filename:1_2023_08_18_09_37_46_ILfST9kGc21cGwefAABF.json
ProcessReady;1638058.051156
FirstResponseReceived;1638058.094332
