Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1638119.491263
BluetoothConnected;1638119.518057
ThreadStarted:1638133.086457
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1638133.088738
AssignWorkerDeviceRequested;1638133.374790
BrokerIPAssigned;1638133.373771
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1638133.404731
WorkerDeviceAssigned;1638133.397692
WorkerIP;192.168.2.151
CPU_Usage;1.2562814070351758
DeviceConnected:1638133.493421
FilenameTime:1638133.647749
Filename:1_2023_08_18_09_39_01_qPQqEFsYqvjAzWtNAABJ.json
ProcessReady;1638133.666568
FirstResponseReceived;1638133.692780
