Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404017.475178
ThreadStarted;1692404017.476178
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404017.476178
BrokerIPAssigned;1692404017.574018
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404017.574965
WorkerDeviceAssigned;1692404017.58401
WorkerIP;192.168.2.125
CPU_Usage;1.2562814070351758
WorkerResourceThreadStarted;1692404017.585354
BrokerResourceThreadStarted;1692404017.587361
CloudResourceThreadStarted;1692404017.591373
DeviceConnected;1692404017.622242
Filename;0_2023_08_19_03_13_38_fK5_J0iziKc1Xc5HAAAf.json
ProcessReady;1692404017.643717
FirstDataSent;1692404017.837622
FirstResponseReceived;1692404017.846708
TheadStopped;1692404028.326559
