Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637847.580742
BluetoothConnected;1637847.607821
ThreadStarted:1637852.652700
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637852.655104
AssignWorkerDeviceRequested;1637852.900614
BrokerIPAssigned;1637852.899478
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637852.930476
WorkerDeviceAssigned;1637852.923421
WorkerIP;192.168.2.151
CPU_Usage;1.2594458438287104
DeviceConnected:1637853.010724
FilenameTime:1637853.036525
Filename:1_2023_08_18_09_34_21_3XHtoGb6UUFzWHsHAAA9.json
ProcessReady;1637853.054565
FirstResponseReceived;1637853.077160
