Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439897.336438
ThreadStarted;1692439897.337439
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439897.337439
BrokerIPAssigned;1692439897.504862
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439897.504862
WorkerDeviceAssigned;1692439897.600576
WorkerIP;212.253.104.215
CPU_Usage;1.0101010101010055
WorkerResourceThreadStarted;1692439897.602501
CloudResourceThreadStarted;1692439897.603482
DeviceConnected;1692439898.072487
Filename;undefined_2023_08_19_13_11_40_OkUopsBAGkA6bnHzAAA9.json
Filename;0_2023_08_19_13_11_39_ELC6QmZSf3IXhir8AAA7.json
ProcessReady;1692439898.216504
FirstDataSent;1692439898.281587
FirstResponseReceived;1692439898.332278
TheadStopped;1692439908.774696
