Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1672172.891337
BluetoothConnected;1672172.914443
ThreadStarted:1672178.935559
SocketInitialized;1672178.942478
DeviceConnected:1672179.381688
FilenameTime:1672179.486342
Filename:1_2023_08_18_17_15_48_dFaNMNEbFgE9KJ6LAAAv.json
ProcessReady;1672179.586010
FirstResponseReceived;1672179.682923
