Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404312.241429
ThreadStarted;1692404312.241429
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404312.241429
BrokerIPAssigned;1692404312.34437
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404312.345368
WorkerDeviceAssigned;1692404312.36036
WorkerIP;192.168.2.125
CPU_Usage;1.5037593984962405
WorkerResourceThreadStarted;1692404312.362359
BrokerResourceThreadStarted;1692404312.364357
CloudResourceThreadStarted;1692404312.367355
DeviceConnected;1692404312.409331
Filename;0_2023_08_19_03_18_33_jEV5fh0-pqlyGCfPAAA3.json
ProcessReady;1692404312.433318
FirstDataSent;1692404312.618571
FirstResponseReceived;1692404312.625505
TheadStopped;1692404323.106504
