Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692404214.833407
ThreadStarted;1692404214.834406
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692404214.834406
BrokerIPAssigned;1692404214.936348
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
AssignWorkerDeviceRequested;1692404214.936348
WorkerDeviceAssigned;1692404214.950341
WorkerIP;192.168.2.125
CPU_Usage;1.2562814070351758
WorkerResourceThreadStarted;1692404214.951339
BrokerResourceThreadStarted;1692404214.953339
CloudResourceThreadStarted;1692404214.956337
DeviceConnected;1692404215.002309
Filename;0_2023_08_19_03_16_55_I_VGuFCN6_G21AOyAAAv.json
ProcessReady;1692404215.024297
FirstDataSent;1692404215.217286
FirstResponseReceived;1692404215.224764
TheadStopped;1692404225.711728
