Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1637777.965048
BluetoothConnected;1637777.993605
ThreadStarted:1637785.323161
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1637785.325831
AssignWorkerDeviceRequested;1637785.721067
BrokerIPAssigned;1637785.720187
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1637785.750808
WorkerDeviceAssigned;1637785.743503
WorkerIP;192.168.2.151
CPU_Usage;1.7543859649122862
DeviceConnected:1637785.832533
FilenameTime:1637785.861788
Filename:1_2023_08_18_09_33_14_fNsYYuurtqLIS9qQAAA5.json
ProcessReady;1637785.879141
FirstResponseReceived;1637785.934317
