Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693167911.924061
ThreadStarted;1693167911.925037
WorkerResourceThreadStarted;1693167911.926038
DeviceConnected;1693167911.957544
Filename;0_2023_08_27_23_25_14_ITGxYSd7J4LAxaJ0AAAd.json
ProcessReady;1693167911.964276
FirstDataSent;1693167912.172802
FirstResponseReceived;1693167912.189784
TheadStopped;1693167922.662994
