Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;18000
TestDataRepeatCount;1
ThreadCreated;1692438192.892405
ThreadStarted;1692438192.893405
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692438192.893405
BrokerIPAssigned;1692438193.108471
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692438193.109504
WorkerDeviceAssigned;1692438193.1923
WorkerIP;212.253.104.215
CPU_Usage;1.5037593984962405
WorkerResourceThreadStarted;1692438193.195238
CloudResourceThreadStarted;1692438193.196216
DeviceConnected;1692438193.551796
Filename;undefined_2023_08_19_12_43_15_61PKIgfJdlUZmvUAAAAP.json
Filename;0_2023_08_19_12_43_14_lG2mqlKeJgce4_HZAAAN.json
ProcessReady;1692438193.691676
FirstDataSent;1692438193.75751
FirstResponseReceived;1692438193.799739
TheadStopped;1692438558.241639
