Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1683171.937246
BluetoothConnected;1683171.959869
ThreadStarted:1683177.039179
SocketInitialized;1683177.045722
DeviceConnected:1683177.131958
FilenameTime:1683177.154124
Filename:1_2023_08_18_23_19_11_ihg_RmOe-0zp5n76AAAu.json
ProcessReady;1683177.161443
FirstResponseReceived;1683177.217139
