Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1654649.730420
BluetoothConnected;1654649.772466
ThreadStarted:1654666.131963
AssignFogNode_Latitude;41.1073304
AssignFogNode_Longitude;28.7826937
AssignFogNodeRequested;1654666.136778
AssignWorkerDeviceRequested;1654666.387778
BrokerIPAssigned;1654666.386860
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.81947344409186
SocketInitialized;1654666.507985
WorkerDeviceAssigned;1654666.494773
WorkerIP;192.168.2.151
CPU_Usage;1.5075376884422065
DeviceConnected:1654666.803165
FilenameTime:1654666.861950
Filename:undefined_2023_08_18_14_53_27_lAtyaObvmkCqRPb1AAA1.json
FilenameTime:1654666.909435
Filename:1_2023_08_18_14_53_27_xbY7wBBgBLfpeaBcAAAz.json
ProcessReady;1654666.910763
FirstResponseReceived;1654667.015618
