Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1695642728.638253
ThreadStarted;1695642728.639783
WorkerResourceThreadStarted;1695642728.640788
DeviceConnected;1695642729.155567
Filename;0_2023_09_25_11_52_09_wIFYQ99Cx5TDc3khAACx.json
ProcessReady;1695642729.240852
FirstDataSent;1695642729.360564
FirstResponseReceived;1695642729.432082
TheadStopped;1695642739.841463
