Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1692439645.723143
ThreadStarted;1692439645.723143
AssignFogNode_Latitude;41.0138
AssignFogNode_Longitude;28.9497
AssignFogNodeRequested;1692439645.723143
BrokerIPAssigned;1692439645.898731
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;0.5686438102936416
AssignWorkerDeviceRequested;1692439645.899778
WorkerDeviceAssigned;1692439645.990801
WorkerIP;212.253.104.215
CPU_Usage;1.0101010101010055
WorkerResourceThreadStarted;1692439645.992775
CloudResourceThreadStarted;1692439645.993757
DeviceConnected;1692439646.278384
Filename;undefined_2023_08_19_13_07_28__5IlMIB7Uuif5opMAAAp.json
Filename;0_2023_08_19_13_07_27_jQFl4Gm2zIkRpKufAAAn.json
ProcessReady;1692439646.418115
FirstDataSent;1692439646.484468
FirstResponseReceived;1692439646.534757
TheadStopped;1692439656.97618
