Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1638157.795525
BluetoothConnected;1638157.821827
ThreadStarted:1638161.922335
AssignFogNode_Latitude;41.1073293
AssignFogNode_Longitude;28.7827509
AssignFogNodeRequested;1638161.925145
AssignWorkerDeviceRequested;1638162.350708
BrokerIPAssigned;1638162.349824
BrokerIP;192.168.2.125
BrokerType;LAN
BrokerDistance;0
SocketInitialized;1638162.377114
WorkerDeviceAssigned;1638162.370392
WorkerIP;192.168.2.151
CPU_Usage;1.5037593984962405
DeviceConnected:1638162.461659
FilenameTime:1638162.492694
Filename:1_2023_08_18_09_39_30_Bz1LPMIPYhqBN92AAABL.json
ProcessReady;1638162.500113
FirstResponseReceived;1638162.536853
