Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,Capacitance
7266,-0.92,-0.27,0.05,-3.23,-0.01,-2.76,468
7286,-0.91,-0.28,0.06,-3.75,-0.65,-2.72,465
7306,-0.91,-0.28,0.06,-4.79,-1.85,-2.78,465
7326,-0.91,-0.29,0.06,-4.69,-1.2,-3.19,465
7346,-0.91,-0.3,0.04,-3.66,-0.69,-2.82,465
7366,-0.9,-0.32,0.02,-2.97,0.44,-3.33,465
7387,-0.92,-0.33,0.05,-2.05,0.9,-2.9,465
7406,-0.88,-0.33,0.03,-2.75,-0.34,-2.56,465
7427,-0.9,-0.34,0.05,-1.61,-2.1,-1.85,465
7446,-0.91,-0.3,0.03,-0.57,-0.42,-2.27,465
7467,-0.9,-0.29,0.03,0.53,-0.59,-2.14,465
7486,-0.91,-0.29,0.05,1.28,-0.72,-2.29,465
7506,-0.91,-0.31,0.06,1.03,-0.17,-2.14,465
7526,-0.89,-0.33,0.06,1.44,-0.77,-2.33,465
7546,-0.9,-0.33,0.06,5.29,-0.23,-2.3,465
7566,-0.92,-0.23,0.04,3.08,-0.11,-2.72,465
7586,-0.92,-0.28,0.03,0.63,-1.33,-2.99,465
7606,-0.91,-0.28,0.03,3.83,0.96,-3.88,465
7626,-0.9,-0.29,0.06,4.85,1.05,-3.56,465
7646,-0.93,-0.29,0.06,4.02,0.53,-4.36,465
7666,-0.91,-0.23,0.05,0.63,-0.48,-4.56,466
7686,-0.92,-0.25,0.03,-0.75,-0.23,-5.91,466
7706,-0.89,-0.39,0.04,5.95,1.81,-7.88,465
7727,-0.91,-0.35,0.05,13.87,3.19,-8.43,465
7746,-0.93,-0.24,0.02,16.73,7.69,-8.9,465
7767,-0.98,-0.12,0.02,15.29,6.7,-9.63,466
7786,-0.96,-0.12,0.05,13.98,5.89,-12.72,467
7806,-0.91,-0.16,0.1,8.68,4.93,-15.56,467
7826,-0.94,-0.2,0.15,2.53,4.64,-19.25,468
7846,-0.97,-0.16,0.12,-3.72,4.8,-23.54,468
7866,-1.01,-0.08,0.11,-1.73,5.22,-29.39,469
7886,-1.05,0.0,0.17,5.89,5.05,-36.09,470
7906,-1.06,0.2,0.28,14.13,24.96,-42.41,472
7926,-1.02,0.17,0.25,-13.03,10.44,-70.55,475
7946,-0.87,-0.31,0.11,-46.37,7.25,-66.24,477
