Feature;Value
ApplicationName;GaitAnalysis
TestType;System
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1653700.682456
BluetoothConnected;1653700.723144
ThreadStarted:1653712.090525
AssignFogNode_Latitude;41.1073167
AssignFogNode_Longitude;28.7827155
AssignFogNodeRequested;1653712.094914
AssignWorkerDeviceRequested;1653712.366502
BrokerIPAssigned;1653712.365472
BrokerIP;212.253.104.215
BrokerType;WAN
BrokerDistance;17.817096378779162
SocketInitialized;1653712.474904
WorkerDeviceAssigned;1653712.462351
WorkerIP;192.168.2.151
CPU_Usage;1.0101010101010055
DeviceConnected:1653712.789905
FilenameTime:1653712.847149
Filename:undefined_2023_08_18_14_37_33_aaI1TmV1IT9HGHbLAAAT.json
FilenameTime:1653712.879404
Filename:1_2023_08_18_14_37_33_QCHg34ruVjQtWzUvAAAR.json
ProcessReady;1653712.881358
FirstResponseReceived;1653712.963677
