Feature;Value
ApplicationName;GaitAnalysis
TestType;Broker
DeviceURL;http://192.168.2.125:27592
ThreadIndex;0
DataUserNo;1
DataStepLength;20
CalibrationDataLength;224
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;1693167960.628791
ThreadStarted;1693167960.628791
WorkerResourceThreadStarted;1693167960.629787
DeviceConnected;1693167960.662017
Filename;0_2023_08_27_23_26_02_qC2LRMw0VH2M1DUJAAAh.json
ProcessReady;1693167960.66822
FirstDataSent;1693167960.865253
FirstResponseReceived;1693167960.876459
TheadStopped;1693167971.346257
