Feature;Value
ApplicationName;GaitAnalysis
TestType;Cloud
DeviceURL;http://164.92.168.129:27592
ThreadIndex;1
DataUserNo;-1
DataStepLength;-1
CalibrationDataLength;300
TestDataLength;300
TestDataRepeatCount;1
ThreadCreated;375723.277351
BluetoothConnected;375723.317113
ThreadStarted:375734.941587
SocketInitialized;375734.955598
DeviceConnected:375735.502919
FilenameTime:375735.609533
Filename:1_2023_09_19_08_49_02_dL7heb8hG1m0OpHMAABH.json
ProcessReady;375735.686664
FirstResponseReceived;375735.801942
